Review Teks;Rating;Label;;;;;;;
Bagus bgt, cmn minusnya skrg lirik nya hilangg Tolong tim spotify segera perbaiki bug nya, spy ada lirik nya lagii. Jujur nyanyi tanpa lirik susahh bgtt trima kasih,5;5;Positive;;;;;;;
gimana ya, sportify kok gini sih? yang awalnya bisa lompatin lagu sepuasnya sekarang gak bisa, trs juga lirik nya juga gak bisa di muat padahal jaringan bagus banget, MOHON DIPERBAIKI!!!,2;2;Negative;;;;;;;
lirik di lagu tertentu hilang, padahal dulunya ada, pengaruh setelah update atau apa gw gatau, padahal sinyal bagus, lirik lagu lain juga bisa dimuat ,tolong di fix,4;4;Positive;;;;;;;
makin kesini makin banyak bug, waktu masuk Spotify nya gada konten dan bahkan cuman warna gada lagunya, harus relog 2 kali baru bisa memuat lagu/konten di dalam aplikasi nya. beberapa artis lyric lagunya hilang. waktu mau beli Spotify premium 1 hari ada error setiap kali mau beli, harus ulang ulang dan ulang. tolong untuk Spotify perbaiki berberapa bug/glitch ini, kamu tergangu!!,2;2;Negative;;;;;;;
ini spotify bagus tapi kenapa tiba tiba akun saya yang baru saja premium malah ke logout sendiri di tambah pas mau login ulang malah ga bisa 'kombinasi password dan email salah' padahal udah jelas jelas itu sandi dan emailnya belum di ganti sama sekali tolong benerin, sayang banget akun saya yang sudah premium hilang begitu saja minta tolong di benerin ini,3;3;Negative;;;;;;;
Aplikasi nya bagus cuma kalau kita putar lagu dan di ganti selalu muncul iklan, jadi tolong iklan nya di kurangin.,4;4;Positive;;;;;;;
"plis lah jangann kasih iklan posdcast seram, kita semua kaget dan takut memutar lagu saat malem"" memang sih ga premium tapi kalau gini trus jelas banyak yang unistal lah karna takut pas mutar malem "" sendirian pula tolong diperbaiki lagi ya!!!!!,2";2;Negative;;;;;;;
"dulu make spotify aman² aja, terus lama² lirik nya sebagian banyak yang tulisan nya "" tidak dapat memuat lirik"" padahal jaringan lancar dan udah diupdate sama aja, udah kucoba buat hapus app dan instal lagi eh malah gaada liriknya tiap muter lagu, aduhh ni gimana sih,1";1;Negative;;;;;;;
"kenapa ga bisa memuat lirik ini spotify?? aku liat ulasan orang lain juga sama gabisa memuat lirik, ngebug atau gimana ini?? padahal di playlist ada tulisan ""lyrics"" lohh? jadi gabisa karaoke an :(( tolong diperbaiki lagi yaa (anw aku udah di update),2";2;Negative;;;;;;;
"Halo spotify, aku sebelum nya menjadi member di akun premium family, tapi tiba-tiba di kick dari salah-satu (seperti) nya anggota premium family, dan sekarang aku ga bisa login ke akun ku :""( Bener-bener ga bisa, aku udah coba alternatif lain dari lewat email, nomor telepon, google, semua nya ga bisa, tapi login ke web bisa, aplikasi tidak. Mohon dibantu yaaa, aku minta tolong banget karena spotify udah jadi pusat kehidupan ku, Terimakasih 🙇‍♂️🙇‍♂️,3";3;Negative;;;;;;;
Kualitas Jernih, Bass & Trible Pass. Gak Banyak Syarat2 berbayar spt di JOOX. Ketersediaan Musik rata2 banyak yg GRATIS. JOOX udah aku Uninstall Krn Banyak Iklan gak jelas & Ketersediaan Musik Terbatas, kualitas buruk. Bintang 5 buat Spotify ⭐⭐⭐⭐⭐. 👍👍👍,5;5;Positive;;;;;;;
Bang spot, kenapa apk nya skrg sering error yak? Lg dengerin podcast tiba2 mati sendiri, trus pas diliat kyk balik restart apk lg dr awal, uda di update padahal, Gimana ini cuyy...,1;1;Negative;;;;;;;
Ketika ingin mengganti lagu atau nge klik lagu, kadang suka lama, ntah itu jaringan atau apa, padahal jaringan nya lagi kenceng, tolong di perbaiki lagi,4;4;Negative;;;;;;;
ini udh beberapa minggu ni lirik nya napa gak bisa di muat bjir?? skrg knp ngebug mulu spotify? bukan gue aj temen gue jugak sama. gak free gak premium sama aja, kirain mo update ternyata pas di cek gak ad updateny, udh log out log in ttp sama, hapus instal juga ttp sama. harus gimana lagi saya??,3;3;Negative;;;;;;;
Bagusss... Tapi ada beberapa lagu yang tidak ada lirik nya itu kenapa ya? Padahal sebelumnya ada...dan kenapa kalau Meu mendengar kan lagu nya diaplikasi lain Suka menghilang lagu nya,3;3;Negative;;;;;;;
"Hallo, ini kenapa ya di hp saya dari kemarin lusa ada notifikasi ""spotify saat ini diatur offline"" , apa hp saya sudah tidak support lagi? Saya gak bisa putar musik! Saya sudah pernah beli premium mini beberapa kali, tapi kenapa akun saya login error? Mohon bantuannya! Terima Kasih,2";2;Negative;;;;;;;
"Apk nya bagus saya & memuaskan saya sudah mengikuti dari 2019,tapi baru akhir"" ini beberapa lagu tidak ada lirik dengan tulisan 'lirik ini tidak dapat dimuat' padahal jelas"" sebelumnya ada. Mohon admin spotify ditingkatkan lagi supaya kami para pengguna merasa lebih nyaman. Terimakasih,5";5;Positive;;;;;;;
suka sih sama apk nya tapi knpa ya lama kelamaan udh make fitur premium semua lagunya jadi susah play lagu kesukaan kita,trs lagu yg kita sukai itu gaada lirik nya tolong developer perbaiki biar lebih baik.,4;4;Positive;;;;;;;
"Iya si apl nya udah bagus tapi iklannya terlalu sering kaya dengar lagunya itu ke gangu gara gara iklan dulu pas belum update bagus bagus aja tu ""kalo ada kata kata yang menyinggung maaf kan saya, saya hanya ingin memeberitau saja"",3";3;Negative;;;;;;;
Kenapa saat saya sudah play lagu, lirik lagunya tidak muncul? malah ada tulisan tidak dapat memuat lirik untuk lagu ini. Biasanya lagu yang sering saya putar ada liriknya, padahal saya sudah pakai Kouta sendiri dan juga WiFi sendiri biasanya aman. Namun ini kenapa? Tolong solusinya,3;3;Negative;;;;;;;
Pembayaran premium selalu tersendat, klaim hadiah selalu coba lagi dan selalu gak bisa lanjut ke pembayaran. Pas buka aplikasinya super lelet.,3;3;Negative;;;;;;;
Iklannya banyak banget, biasanya 1 iklan itu 30 menit. terus aku dapet 3 iklan, jadi 1 menit 30 detik pls..., terus sekarang setiap satu lagu langsung muncul iklan woilahhhh... banyak bug!,1;1;Negative;;;;;;;
"Pliss spotify bagus bgt dan apk paling enak buat denger lagu tpi knpa liriknya ada yg g ada trs muncul tulisan ""tidak bisa memuat lagu"" sumpah bikin kesel bgt tolong di perbaiki 🙏🏻🙏🏻,2";2;Negative;;;;;;;
Akar yang menjadi masalah saya kali ini adalah jadi sekarang semua di spotify harus prenium ya? Bahkan kalo mau liat lirik lagu pun udah gak bisa lagi, apa memang se rugi itu ya kalo biarin user yang cuma yang cuma mau ngapalin atau mau nyoba nyanyi lagu Semoga dengan komentar singkat saya dapat membuat develover spotify dapat membuka kembali akses membaca lirik untuk para pengguna free. Sekian dan Terimakasih atas perhatiannya,1;1;Negative;;;;;;;
kecewa banget sama sportify masa kalo mau milih lagu mesti premium?? kalo mesti premium buat ngilangin iklan sih gpp tapi, kalo mesti premium cuman buat milih lagu sesuka kita itu jelek banget sih menurut gw,1;1;Negative;;;;;;;
Aplikasi nya bagus tapi, terlalu sering muncul premium dan harus bayar. Itu sangat mengganggu saat mendengarkan musik. Tolong di perbaiki 🙏🙏,2;2;Negative;;;;;;;
Mengapa banyak beberapa lagu yang kami tidak bisa melihat lirik nya , Selalu ada tulisan TIDAK DAPAT MEMUAT LIRIK UNTUK LAGU INI , saya mohon untuk secepatnya ditangani karena kami menjadi kurang suka jika tidak bisa melihat lirik nya, Untuk yang lain nya sudah bagus,4;4;Positive;;;;;;;
"Emang gini yah sekarang?? Misalnya mau dengerin playlist eh hbis putar malah lngsung lagu lain yg ga ad di Playlist? Trs lirik di smua lagu ko gda yah pdhal internet saya bagus"" aja Trs juga kyk gbisa diskip gitu lagunya ini emng?? Atau?,2";2;Positive;;;;;;;
"Spotify,saya sangat terganggu dengan sistem "" Lagu yang disarankan "" tolong untuk di hapus,karena tidak enak sekali kalau yang harusnya diputar B malah J yang diputar kan rasanya tidak nyaman.Bayangkan saja lagi enak dengerin musik favorit kita,malah pindah bukan ke musik favorit kita lagi.Semoga kedepannya lebih baik,tetapi baiknya bukan baik yang menggangu ya..,2";2;Negative;;;;;;;
Di mohon pada pihak Spotify perbaiki lagi, ini lagunya banyak yang gak bisa muat liriknya. Tolong ya, pihak Spotify perbaiki lagi. Terimakasih.,2;2;Negative;;;;;;;
Gimana sih kenapa liriknya ga muncul??? padahal jaringan bagus. Apa harus premium dulu baru muncul??? Update yg diperbarui apa kalo gituuuu elah. Tolong dong segera diperbaiki!!!,2;2;Negative;;;;;;;
Aplikasinya bagus banget kita bisa dengerin lagu apa aja yg kita mau, dan sekarang Spotify juga udah ada fitur offline nya jadi gak khawatir takut nguras kuota.,5;5;Positive;;;;;;;
Saya sangat suka banget dengan kemudahan dan spotify menyajikan hampir semua yang saya butuhkan, suaranya juga jelas vokal nya juga jelas...jadi mantap deh....,5;5;Positive;;;;;;;
Saya sudah memakai spotify sejak dua tahun lalu, spotify sangat baguss untuk mendengar semua jenis lagu, walaupun saya bukan vip tapi banyak lagu yang bisa di akses kapan pun aja,5;5;Positive;;;;;;;
surat terbuka buat Spotify, tolong pengertiannya untuk tidak memberikan iklan podcast horor saat malam hari apalagi kalo tengah malam iklan podcast horornya per lagu atau dua lagu lagi haduhh parah banget, kalo pagi sampai sore malah iklannya jarang wkwk😂 ini sih bukan ngehibur malah lebih tepatnya tuh berkesan nakutin orang aja, mentang-mentang ga premium dikasih iklan kaya gitu🥴🥴,3;3;Negative;;;;;;;
ini di update kenapa liriknya jadi tidak bisa di muat padahal jaringannya sangat baik, lebih baik kembalikan seperti dulu saja karena lebih nyaman yg dulu, dan tolong iklannya dikurangi, terimakasih🙏🏻,3;3;Negative;;;;;;;
Ini knp ga nentu ada lirik nya kadang kadang ada ,kadang tidak ada liriknya,tolong di perbaiki,sama knp kalo denger lagu harus di donlod dulu dan knp lagu nya tidak bisa di pencet apakah harus premium? Terimakasih,2;2;Negative;;;;;;;
Dulu pas awal makek apl nya bagus bagus aja, tp kdg blm nyampe 30 menit udh ada iklan, trs knp sekarang ada lirik yg gabisa di muat?, padahal jaringan saya bagus, tolong di perbaiki ya!,2;2;Negative;;;;;;;
Khusus lagu barat gak tau kenapa lirik gak bisa dimuat, padahal jaringan bagus. Saya coba di lagu indonesia ada lirik muncul. Tolong di perbaiki.,2;2;Negative;;;;;;;
Sumpah. Sejak update spotify tuh cuma nyari duit, fokusnya bukan nyenengin pendengarnya lagi. Sekarang udah jelek, di laptop juga sering ngebub liriknya. Mohon dibuat kayak dulu lagi,3;3;Negative;;;;;;;
Kok iklan trus 1 lagu iklan lagi.. katanya dengerin iklan gratis stengah jam dengerin lagu, malah iklan trus tiap 1 lagu.. bentar lagi hapus dah,, gila buka lagu lama bet ,, ngebug hampir 1 jam,1;1;Negative;;;;;;;
Jelek! Waktu udah update Pada Bayar semuaa! Enak yg jual tapi aku masih kecill! Aku ga Bisa ngulang nya lagi.... Terus setiap kata² (lirik Lagunya) ku pecet ga bisa Balik lagi ke lagu yg ku Pencet!!!!! Please kyk dlu lgii!!,1;1;Negative;;;;;;;
Menurut aku ini keren bgt bisa premium fitur² yg bagus dan kayak pokoknya ini keren bgt sihh nyari apa aja ada disini mau lagi galau lagu apa aja ada disini keren bgt aku acungin jempol tepuk tangan buat aplikasi ini tp tolong...iklannya kurangin krna setiap lagu ganti pasti iklan² dan iklan jadi tolong aja untuk aku ya...ini keren bgt makasih udh nemenin aku dari 2021 makasih bgt ini keren lebih semangat buat developernya💗😼❤️😾,5;5;Positive;;;;;;;
Entahlah, jadi males kalo ada iklan padahal baru denger 1 lagu, mau galau tengah malam terus ada iklan 2-3 kali padahal belum denger lagu jadi gak mood,5;5;Positive;;;;;;;
Terganggu iklan, hapus aja apk ini, sama sama bayar mending youtube musik lagu lebih lengkap dan kualitas audio lebih bagus. Uninstal.,1;1;Negative;;;;;;;
Aplikasi bagus, cuma ada satu bug liriknya tidak dapat di muat padahal saya pakai WiFi 5G itu saja sih, soalnya saya ingin share lirik ke Instagram tapi liriknya tidak dapat di muat, mohon segera di perbaiki yaa!,2;2;Negative;;;;;;;
Bagus cm lirik nya woi g keluar. Gw butuh bgt lirik buat nyanyii. Spotify, really? Capee gwe, milih di yt, kalu keluar lg ny ilang. Iklanny ga bs di skip lg. Kalo gini mending gw ke yt aja. But pls Spotify update this bug.,4;4;Positive;;;;;;;
sebelum lagu di putar, iklan duluan, abis satu lagu, iklan brikut nya muncul. bhkan iklan nya ga cuma 1, 30 detik lagi. siapa yang ga kesel coba?,1;1;Negative;;;;;;;
Lagu nya ada liriknya jadi gampang deh buat ngapalin lirik lagu dan lagu nya bisa didengarkan saat layar HP tertutup dan terkunci. Bagus banget deh pokoke!!!! MANTAP MANIA!!!!,5;5;Positive;;;;;;;
Kebanyakan iklan. Musik satu selesai iklan, lanjut musik kedua terus musik kedua selesai iklan lagi. Dengerin iklan mulu ini mah bukan lagu,2;2;Negative;;;;;;;
Sering tidak memuat lirik itu aja sih keluhanya. Saya termasuk yang beli premium nya loh, tapi kalo gini kayaknya stop dulu deh beli premiumnya. Pelayanananya kurang dari pihak developer.,2;2;Negative;;;;;;;
Aplikasi nya bagus. Tetapi pada saat saya memutar lagu di playlist, lagu nya tidak sesuai dengan yang saya inginkan. Mungkin ini karna saya belum update.. tolong di tingkat kan lagi untuk kenyamana pengguna,4;4;Positive;;;;;;;
Kepada developer terhormat, terimakasih sudah berusaha dengan baik untuk mengembangkan Aplikasi ini. Aplikasi ini sudah bagus,tapi entah kenapa setelah saya update kembali sudah dua kali saya lakukan (tadi saya update lagi) dan permasalah saya tetap sama, yaitu Lirik lagu yang tidak muncul meskipun jaringan saya bagus. Lalu saya tidak bisa memilih/melompati lagu lagi. Saya kecewa dengan update ini entah itu bug atau apa saya sungguh kecewa saya harap anda sekalian dapat mengatasi masalah ini.,3;3;Negative;;;;;;;
makin kesini makin eror ga guna udah beli paket musik tapi pas buka spotify malah offline aneh banget padahal jaringan bagus ga bisa dengerin lagu juga perbaiki dari jaringan nya,1;1;Negative;;;;;;;
kesel banget, lagi muter playlist malah keputer lagu lain kalo yg di playlist udah abis. kalo gitu ngapain repot2 bikin playlist????? ga guna banget,3;3;Negative;;;;;;;
sekarang kok banyak lagu yang engga ada liriknya sama kalo mau milih lagu engga bisa mana baru mutar 1/2 lagu aja udah iklan, apa apa harus premium. padahal dulu engga kaya ginii malah bagus an spotify yang duluu.,2;2;Negative;;;;;;;
kalau mau kirim saran lewat mana ya? aku pengen kasih saran,, pas cari lagu trus di play mode shuffle nah lagu selanjutnya gak kelihatan,, harusnya udah premium gitu jangan ada batasan lah,5;5;Negative;;;;;;;
Ini gua mau beralih ke premium sulit amat, bukan masalah uangnya yang gak ada tapi emng lagi eror aja sistem nya ini, dari 3hari yang lalu gua coba ttp aja gak bisa dan juga fitur liriknya tuh hilang, punya temen gua masih ada tapi di guanya gak ada,1;1;Negative;;;;;;;
Aplikasi musik terbagus yang pernah ada menurut saya, update lagu lagunya yang terbaru sangat membuat saya menyukai apkadi ini sebagai apk musik,5;5;Positive;;;;;;;
Hdehhhh, kalo mau iklan ya iklan aja tapi mikir dikit. Yakali malam-malam mau tidur dengerin musik malah ada iklan podcast horor, iya tau gw ga premium tapi ya masa rumah sepi ngekos tiba-tiba ada iklan podcast horor kan ga ngotak..,1;1;Negative;;;;;;;
Bintang 1 dulu ga seh?Gua sedih banget Napa baru selesai 1 lagu aja udah ada iklan. Pen nangis,udah lebih 9 bulan make Spotify tapi baru ku update kemarin malah banyak iklan 😩,1;1;Negative;;;;;;;
salah satu aplikasi musik yang baik, memiliki beberapa konten seperti podcast, easy listening, dan banyak lagu yang bisa didengarkan dengan aplikasi ini,5;5;Positive;;;;;;;
Makin terbatas aja, serba bayar. Egk bisa puter ulang egk bisa bebas dengerin lagu ny!!!! Iklan ny aja yg makin sering.,2;2;Negative;;;;;;;
"Gak bisa beli spotify premium, tulisannya selalu ""tidak dapat terhubung"" Padahal jaringan bagus, dipengaturan jg izin uda dikasi, letak kesalahannya dmn coba,1";1;Negative;;;;;;;
Awalny sy gatau klo update, karena lirik nya ngga muncul sy cri penyebabnya, trnyt mungkin krn belum update, ydh sy update, udh di update kok makin2 ya, liriknya ngga bisa di muat gatau penyebabnya (bbrp lgu), pdhl jringan bgus. sy sngt kecewa, krn saya tdk bs bernyanyi dgn bnr jika tdk ad liriknya, knp ya Spotify skrng jd gini? tlg buat yg ngga ngaktifin premium jg d ksih keadilan dg, aplgi yg dr dl sllu gunain Spotify, smg cpt diperbaiki deh, bnr2 bikin kecewa. sy ksi bntg 5 kl ud d perbaiki,3;3;Negative;;;;;;;
Kenapa liriknya di hp saya ga bisa di muat ya?banyak lagu yg kaya gitu,padahal sebelumnya ada,tapi akhir akhir ini ga ada.padahal kalau dengerin lagu suka sambil baca liriknya,saya kecewa berat,tolong .,1;1;Negative;;;;;;;
Tolong Spotify nya diperbaiki, sekarang tidak ada liriknya. Sudah log-out lalu log-in kembali, membersihkan cache, dan un-instal lalu re-instal tetap saja tidak ada perubahannya.,3;3;Negative;;;;;;;
Gw kesel bgt sama fitur shuffle pintar. Ganggu bgt anjg udh bayar premium, tiap gw mainin playlist shuffle pintar nya auto nyala.. padahal udh gw matiin berkali kali. Apus aja fiturnya bisa gasi? Gaberguna bgt lagi enak enak denger lagu yg kita suka tiba tiba ada lagu yg ga kita kenal samsek,2;2;Negative;;;;;;;
Aplikasi spotify ini sebenar nya bagus tapi saya kasih bintang dua karna munculnya iklan horor..saya biasa nya berlangganan di aplikasi ini tetapi semenjak saya dengar iklan horor nya saya jadi trauma buka aplikasi nya,2;2;Negative;;;;;;;
ngerasa gak sih audio spotify itu jelek? dnger audio yt dll itu gede dan ngebass gitu, pdahal settingan audionya sama😮‍💨 dngerin di apk musik yg lain juga gede, tp di spotify kok beda ya?😮‍💨😮‍💨,1;1;Negative;;;;;;;
"Terlalu banyak iklan. Buat pengguna yang gratisan terbatas banget dikit dikit iklan masa setiap ganti lagu iklan, ga nyaman banget coba bayangin lagi dengerin lagu sedih tiba tiba ""cape mikir with jebung"",1";1;Negative;;;;;;;
spotify tolong banget kenapa ini lirik nya gk muncul ada beberapa yang muncul tapi ada juga yang nggk tolong dong perbaiki udah coba hapus data masih udah download ulang juga jadi ini tolong di benerin yaa,3;3;Negative;;;;;;;
